	0	0	0
	1	0	1
	2	0	1
	3	1	2
	4	1	2
	5	2	2
	6	2	2
	7	3	3
	8	4	3
	9	4	3
	10	4	3
	11	5	3
	12	5	3
	13	5	3
	14	6	3
	15	7	4
	16	7	4
	17	8	4
	18	8	4
	19	9	4
	20	9	4
	21	10	4
	22	10	4
	23	11	4
	24	11	4
	25	12	4
	26	12	4
	27	13	4
	28	13	4
	29	14	4
	30	14	4
	31	15	5
	32	15	5
	33	15	5
	34	16	5
	35	17	5
	36	18	5
	37	19	5
	38	20	5
	39	21	5
	40	22	5
	41	23	5
	42	24	5
	43	25	5
	44	26	5
	45	27	5
	46	28	5
	47	29	5
	48	30	5
	49	30	5
	50	30	5
	51	31	6
	52	31	6
	53	32	6
	54	32	6
	55	33	6
	56	33	6
	57	34	6
	58	34	6
	59	35	6
	60	35	6
	61	36	6
	62	36	6
	63	37	6
	64	37	6
	65	38	6
	66	38	6
	67	39	6
	68	39	6
	69	40	6
	70	40	6
	71	41	6
	72	41	6
	73	42	6
	74	42	6
	75	43	6
	76	43	6
	77	44	6
	78	44	6
	79	45	6
	80	45	6
	81	46	6
	82	47	6
	83	47	6
	84	48	6
	85	48	6
	86	49	6
	87	49	6
	88	50	6
	89	50	6
	90	51	7
	91	52	7
	92	53	7
	93	54	7
	94	55	7
	95	56	7
	96	57	7
	97	58	7
	98	58	7
	99	58	7
	100	59	7
	101	60	7
	102	60	7
	103	60	7
	104	61	7
	105	62	7
	106	62	7
	107	63	7
	108	64	7
	109	64	7
	110	64	7
	111	65	7
	112	66	7
	113	66	7
	114	67	7
	115	67	7
	116	67	7
	117	68	7
	118	69	7
	119	69	7
	120	69	7
	121	70	7
	122	71	7
	123	72	7
	124	72	7
	125	72	7
	126	73	7
	127	74	7
	128	74	7
	129	74	7
	130	75	7
	131	75	7
	132	75	7
	133	76	7
	134	77	7
	135	77	7
	136	77	7
	137	78	7
	138	79	7
	139	79	7
	140	79	7
	141	80	7
	142	81	7
	143	82	7
	144	82	7
	145	82	7
	146	83	7
	147	84	7
	148	85	7
	149	87	7
	150	88	7
	151	89	7
	152	90	8
	153	90	8
	154	91	8
	155	91	8
	156	92	8
	157	92	8
	158	93	8
	159	93	8
	160	94	8
	161	95	8
	162	95	8
	163	96	8
	164	96	8
	165	97	8
	166	97	8
	167	98	8
	168	98	8
	169	99	8
	170	99	8
	171	100	8
	172	100	8
	173	101	8
	174	101	8
	175	102	8
	176	102	8
	177	103	8
	178	103	8
	179	104	8
	180	104	8
	181	105	8
	182	105	8
	183	106	8
	184	106	8
	185	107	8
	186	107	8
	187	108	8
	188	108	8
	189	109	8
	190	109	8
	191	110	8
	192	110	8
	193	111	8
	194	111	8
	195	112	8
	196	112	8
	197	113	8
	198	113	8
	199	114	8
	200	114	8
	201	115	8
	202	116	8
	203	116	8
	204	117	8
	205	117	8
	206	118	8
	207	118	8
	208	119	8
	209	120	8
	210	120	8
	211	121	8
	212	121	8
	213	122	8
	214	122	8
	215	123	8
	216	123	8
	217	124	8
	218	125	8
	219	125	8
	220	126	8
	221	126	8
	222	127	8
	223	127	8
	224	128	8
	225	128	8
	226	129	8
	227	129	8
	228	130	8
	229	131	8
	230	132	8
	231	132	8
	232	133	8
	233	133	8
	234	134	8
	235	134	8
	236	135	8
	237	136	8
	238	136	8
	239	137	8
	240	137	8
	241	138	8
	242	138	8
	243	139	8
	244	139	8
	245	140	8
	246	141	8
	247	141	8
	248	142	8
	249	142	8
	250	143	8
	251	143	8
	252	144	8
	253	144	8
	254	145	8
	255	145	8
	256	146	8
	257	146	8
	258	147	8
	259	147	8
	260	148	8
	261	148	8
	262	149	8
	263	149	8
	264	150	8
	265	150	8
